airline_code,airline_name,arrival_date,arrival_time,departure_date,departure_time,destination,destination_airport,destination_code,number,origin,origin_airport,origin_code,price,spaceship_seats,status,tail_number
RA,Rocket Airlines Inc.,20211203,2103,20211203,1829,Pluto,Ronald Ekers Space Station,PLT,95,Jupiter,IO Space Station,JUP,2306,"[{""seat_column"":""A"",""seat_row"":1,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":2,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":3,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":4,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":5,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":6,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":7,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":8,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":9,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":10,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false}]",Open,
RA,Rocket Airlines Inc.,20211203,2019,20211203,1819,Mars,Musk Interplanetary Space Station,MAR,919,Jupiter,IO Space Station,JUP,1464,"[{""seat_column"":""A"",""seat_row"":1,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":2,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":3,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":4,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":5,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":6,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":7,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":8,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":9,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":10,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false}]",Open,
RA,Rocket Airlines Inc.,20211203,1922,20211203,1814,Uranus,Voyager II Space Station,URA,1790,Jupiter,IO Space Station,JUP,288,"[{""seat_column"":""A"",""seat_row"":1,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":2,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":3,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":4,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":5,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":6,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":7,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":8,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":9,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":10,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false}]",Open,
RA,Rocket Airlines Inc.,20211203,1751,20211203,1613,Mercury,Mariner 10 Station,MER,36,Jupiter,IO Space Station,JUP,213,"[{""seat_column"":""A"",""seat_row"":1,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":2,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":3,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":4,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":5,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":6,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":7,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":8,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":9,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":10,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false}]",Open,
RA,Rocket Airlines Inc.,20211203,1953,20211203,1718,Saturn,Dione Space Station,SAT,59,Jupiter,IO Space Station,JUP,2288,"[{""seat_column"":""A"",""seat_row"":1,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":2,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":3,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":4,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":5,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":6,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":7,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":8,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":9,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":10,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false}]",Open,
RA,Rocket Airlines Inc.,20211203,1932,20211203,1710,Moon,Armstrong Space Station,MOO,1041,Jupiter,IO Space Station,JUP,1190,"[{""seat_column"":""A"",""seat_row"":1,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":2,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":3,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":4,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":5,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":6,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":7,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":8,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":9,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":10,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false}]",Open,N995UA
RA,Rocket Airlines Inc.,20211203,1447,20211203,1422,Earth,Humans United Space Station,EAR,537,Uranus,Voyager II Space Station,URA,316,"[{""seat_column"":""A"",""seat_row"":1,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":2,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":3,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":4,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":5,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":6,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":7,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":8,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":9,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":10,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false}]",Open,
RA,Rocket Airlines Inc.,20211203,1641,20211203,1541,Jupiter,IO Space Station,JUP,1924,Uranus,Voyager II Space Station,URA,288,"[{""seat_column"":""A"",""seat_row"":1,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":2,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":3,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":4,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":5,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":6,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":7,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":8,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":9,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":10,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false}]",Open,
RA,Rocket Airlines Inc.,20211203,1129,20211203,840,Neptune,Triton Space Station,NPT,1155,Uranus,Voyager II Space Station,URA,895,"[{""seat_column"":""A"",""seat_row"":1,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":2,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":3,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":4,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":5,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":6,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":7,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":8,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":9,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":10,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false}]",Open,N17620
RA,Rocket Airlines Inc.,20211203,1827,20211203,1651,Mercury,Mariner 10 Station,MER,114,Uranus,Voyager II Space Station,URA,404,"[{""seat_column"":""A"",""seat_row"":1,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":2,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":3,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":4,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":5,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":6,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":7,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":8,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":9,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""A"",""seat_row"":10,""seat_class"":""First"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""B"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":1,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":2,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":3,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":4,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":5,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":6,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":7,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":8,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":9,""seat_class"":""Economy"",""isReserved"":false},{""seat_column"":""C"",""seat_row"":10,""seat_class"":""Economy"",""isReserved"":false}]",Open,N11612
